title,author_name,author_birth_year,author_death_year,translators,subjects,bookshelves,copyright,download_count
"The Young Miner; Or, Tom Nelson in California","Alger, Horatio, Jr.",1832,1899,,"California -- Gold discoveries -- Fiction, California -- Gold discoveries -- Juvenile fiction, California -- History -- 19th century -- Fiction, California -- History -- 19th century -- Juvenile fiction, Conduct of life -- Fiction, Miners -- Fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - American, Children's Fiction",False,128
Caleb in the Country,"Abbott, Jacob",1803,1879,,"Christian life -- Juvenile fiction, Country life -- Juvenile fiction, Grandmothers -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
A Phenomenal Fauna,"Wells, Carolyn",1862,1942,,"Children's poetry, Humorous poetry, Picture books for children","Browsing: Children & Young Adult Reading, Browsing: Humour, Browsing: Poetry",False,128
"Barnavännen, 1905-02: Illustrerad Veckotidning för de Små",Various,,,,"Bible stories, Swedish -- Periodicals, Children's periodicals, Swedish, Christian education -- Periodicals, Sunday school literature -- Periodicals, Svenska missionsförbundet -- Periodicals","Barnavännen, Browsing: Children & Young Adult Reading, Browsing: Religion/Spirituality/Paranormal",False,128
"Seek and Find; or, The Adventures of a Smart Boy","Optic, Oliver",1822,1897,,"Children -- Conduct of life -- Fiction, Conduct of life -- Juvenile fiction, Inheritance and succession -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
"The Nursery, January 1877, Volume XXI, No. 1: A Monthly Magazine for Youngest Readers",Various,,,,"Children's literature, American -- Periodicals","Browsing: Children & Young Adult Reading, Browsing: Literature, The Nursery",False,128
Amabel Channice,"Sedgwick, Anne Douglas",1873,1935,,"Illegitimate children -- Fiction, Married women -- Fiction, Mothers and sons -- Fiction","Browsing: Fiction, Browsing: Literature, Browsing: Parenthood & Family Relations",False,128
Down the Slope,"Otis, James",1848,1912,,"Coal mines and mining -- Juvenile fiction, Conduct of life -- Juvenile fiction, Detectives -- Juvenile fiction, Friendship -- Juvenile fiction, Land titles -- Juvenile fiction, Mine accidents -- Juvenile fiction, Rescues -- Juvenile fiction, Wealth -- Juvenile fiction, Youth -- Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
"Harper's Young People, May 18, 1880: An Illustrated Weekly",Various,,,,"Children's periodicals, American","Browsing: Children & Young Adult Reading, Browsing: Encyclopedias/Dictionaries/Reference, Harper's Young People",False,128
"Harper's Young People, July 6, 1880: An Illustrated Weekly",Various,,,,"Children's periodicals, American","Browsing: Children & Young Adult Reading, Browsing: Encyclopedias/Dictionaries/Reference, Harper's Young People",False,128
The Gaunt Gray Wolf: A Tale of Adventure With Ungava Bob,"Wallace, Dillon",1863,1939,,Labrador (N.L.) -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
Molly Brown's Sophomore Days,"Speed, Nell",1878,1913,,"College students -- Juvenile fiction, Young women -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,128
Mrs. Turner's Cautionary Stories,"Turner, Mrs. (Elizabeth)",,1846,,"Children's poetry, English, Conduct of life -- Juvenile poetry","Browsing: Children & Young Adult Reading, Browsing: Poetry",False,128
"Harper's Round Table, September 24, 1895",Various,,,,Children's periodicals,"Browsing: Children & Young Adult Reading, Browsing: Encyclopedias/Dictionaries/Reference, Harper's Young People",False,128
Left on the Prairie,"West, Noel",,,,"Boys -- Juvenile fiction, Cowboys -- Juvenile fiction, Prairies -- United States -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
Guilt of the Brass Thieves,"Wirt, Mildred A. (Mildred Augustine)",1905,2002,,"Adventure and adventurers -- Juvenile fiction, Mystery and detective stories, Parker, Penny (Fictitious character) -- Juvenile fiction, Thieves -- Juvenile fiction, Women detectives -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Crime/Mystery, Browsing: Fiction",False,128
Plish and Plum,"Busch, Wilhelm",1832,1908,"Brooks, Charles Timothy","Animal welfare -- Juvenile poetry, Brothers -- Juvenile poetry, Children -- Conduct of life -- Juvenile poetry, Conduct of life -- Juvenile poetry, Dogs -- Juvenile poetry, Human-animal relationships -- Juvenile poetry, Pets -- Juvenile poetry, Wit and humor, Juvenile","Browsing: Children & Young Adult Reading, Browsing: Humour, Browsing: Poetry",False,128
Peter and Polly in Winter,"Lucia, Rose",,,,"Country life -- Juvenile fiction, Readers, Siblings -- Juvenile fiction, Winter -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
In the Saddle,"Optic, Oliver",1822,1897,,"United States -- History -- Civil War, 1861-1865 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - American",False,128
Captured by the Arabs,"Foster, James H.",,,,"Adventure stories, Sahara -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,128
"Florence Nightingale, the Angel of the Crimea: A Story for Young People","Richards, Laura Elizabeth Howe",1850,1943,,"Nightingale, Florence, 1820-1910, Nurses -- Biography","Browsing: Biographies, Browsing: Children & Young Adult Reading",False,128
Trois mois sous la neige: Journal d'un jeune habitant du Jura,"Porchat, J. Jacques (Jean Jacques)",1800,1884,,"Accidents -- Jura Mountains (France and Switzerland), Children and death -- Jura Mountains (France and Switzerland), Grandparent and child -- Jura Mountains (France and Switzerland), Jura Mountains (France and Switzerland), Survival -- Jura Mountains (France and Switzerland)","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: History - General, Browsing: Travel & Geography, FR Jeunesse",False,128
"The Runaway Donkey, and Other Rhymes for Children","Poulsson, Emilie",1853,1939,,Children's poetry,"Browsing: Children & Young Adult Reading, Browsing: Poetry",False,128
"The Putnam Hall Encampment; or, The Secret of the Old Mill","Stratemeyer, Edward",1862,1930,,"Camping -- Juvenile fiction, Military education -- Juvenile fiction, Mystery and detective stories, Schools -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Crime/Mystery, Browsing: Fiction",False,128
When Gretel Was Fifteen,"Rhoades, Nina",1863,1940,,"World War, 1914-1918 -- United States -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Warfare",False,128
Le Vicaire de Wakefield,"Goldsmith, Oliver",,1774,"Gausseron, Bernard Henri","Abduction -- Fiction, Children of clergy -- Fiction, Clergy -- Fiction, Domestic fiction, England -- Fiction, Poor families -- Fiction, Prisoners -- Fiction","Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Literature, FR Littérature",False,128
The Black Box: A Tale of Monmouth's Rebellion,"Cooke, W. Bourne",1869,,,"Monmouth's Rebellion, 1685 -- Juvenile fiction, Monmouth, James Scott, Duke of, 1649-1685 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - General",False,128
Merry Tales,"Skinner, Ada M. (Ada Maria)",1878,,,"Children's stories, Fairy tales, Readers (Primary)","Browsing: Children & Young Adult Reading, Browsing: Literature",False,128
Ruth Erskine's Crosses,Pansy,1841,1930,,"Christian life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Families -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Literature",False,128
Hazelhurst,"Hunt, Enid Leigh",,,,"Fatherless families -- Juvenile fiction, Girls -- Juvenile fiction, Siblings -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
The King of the Park,"Saunders, Marshall",1861,1947,,"Animal welfare -- Juvenile fiction, Cats -- Juvenile fiction, City and town life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Friendship -- Juvenile fiction, Kings and rulers -- Juvenile fiction, Orphans -- Juvenile fiction, Parks -- Juvenile fiction, Police -- Juvenile fiction, Youth -- Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
"Harper's Young People, April 25, 1882: An Illustrated Weekly",Various,,,,"Children's periodicals, American",Browsing: Children & Young Adult Reading,False,128
Footprints of Famous Men: Designed as Incitements to Intellectual Industry,"Edgar, John G. (John George)",1834,1864,,"Biography, Biography -- Juvenile literature","Browsing: Biographies, Browsing: Children & Young Adult Reading",False,128
This Way to Christmas,"Sawyer, Ruth",1880,1970,,Christmas -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,128
Grace Harlowe's Overland Riders at Circle O Ranch,"Chase, Josephine",,1931,,"Adventure and adventurers -- Juvenile fiction, California -- Juvenile fiction, Cattle stealing -- Juvenile fiction, Horsemanship -- Juvenile fiction, Ranch life -- Juvenile fiction, Western stories","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,128
"Betty Wales, Junior: A Story for Girls","Dunton, Edith K. (Edith Kellogg)",1875,1944,,"Universities and colleges -- Juvenile fiction, Wales, Betty (Fictitious character) -- Juvenile fiction, Women college students -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
Zoo mooi als zonneschijn. Het Kaarsemannetje,"Heijermans, Ida (Ida Sarah)",1866,1943,,"Children's stories, Dutch","Browsing: Children & Young Adult Reading, Browsing: Language & Communication",False,128
"Blackie's Books for Young People, Catalogue - 1899",Blackie & Son,,,,"Blackie & Son -- Catalogs, Children's literature -- Catalogs, Publishers' catalogs -- England -- London","Browsing: Children & Young Adult Reading, Browsing: Encyclopedias/Dictionaries/Reference",False,128
The Story of Zephyr: A Christmas Story,"Smith, Jeanie Oliver Davidson",1836,1925,,"Boys -- Juvenile fiction, Cats -- Juvenile fiction, Christmas stories, Short stories","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
Our Village in War-time,"Martyn, S. T. (Sarah Towne)",1805,1879,,"Soldiers -- Services for -- United States -- Juvenile fiction, Sunday school literature, United States -- History -- Civil War, 1861-1865 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - American",False,128
The Tiddly Winks,"Smith, Laura Rountree",1876,1924,,"Fairies -- Juvenile fiction, Readers (Primary)","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
"Uncle Wiggily on roller skates: $b Or, What happened when the Skillery Skallery Alligator gave chase; and, Uncle Wiggily is snowballed by the Fox and Wolf; also, Uncle Wiggily plays a joke on the Wolf","Garis, Howard Roger",1873,1962,,"Animals -- Juvenile fiction, Children's stories, Rabbits -- Juvenile fiction, Roller skates -- Juvenile fiction, Snowballs -- Juvenile fiction, Uncle Wiggily (Fictitious character) -- Juvenile fiction, Wit and humor, Juvenile","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Humour",False,128
The Safety First Club fights fire,"Nichols, William Theophilus",1863,,,"Boys -- Conduct of life -- Juvenile fiction, Boys -- Societies and clubs -- Juvenile fiction, Camping -- Juvenile fiction, Forest fires -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
Inger Johanne's lively doings,"Zwilgmeyer, Dikken",1853,1913,"Poulsson, Emilie","Girls -- Juvenile fiction, Norway -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,128
Anthony Cragg's tenant,"Giberne, Agnes",1845,1939,,"Didactic fiction, Domestic fiction, Orphans -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,128
"At the ""Sign of the Golden Fleece"" : $b A Story of Reformation Days","Leslie, Emma",1838,1909,,"Historical fiction, Reformation -- England -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - British, Browsing: Literature",False,128
Poppy Ott's pedigreed pickles,"Edwards, Leo",1884,1944,,"Boys -- Juvenile fiction, Humorous stories, Illinois -- Juvenile fiction, Mystery fiction, Treasure troves -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Humour",False,128
The juvenile forget-me-not : $b A Christmas and New Year's present,Various,,,,"Children's poetry, Children's stories, Gift books","Browsing: Children & Young Adult Reading, Browsing: Poetry",False,128
"Clinton : $b or, boy-life in the country","Aimwell, Walter",1822,1859,,"Boys -- Conduct of life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Country life -- Juvenile fiction, Obedience -- Juvenile fiction, Reformatories -- Juvenile fiction, Theft -- Juvenile fiction, Truthfulness and falsehood -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
"Jack Heaton, wireless operator","Collins, A. Frederick (Archie Frederick)",1869,1952,,"Adventure stories, Teenage boys -- Juvenile fiction, Telegraph, Wireless -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
"Too dearly bought : $b or, The town strike","Giberne, Agnes",1845,1939,,"Didactic fiction, Domestic fiction, England -- Social conditions -- 19th century -- Juvenile fiction, Strikes and lockouts -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,128
The picnic party : $b A story for little folks,"Optic, Oliver",1822,1897,,"Children -- Conduct of life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Cousins -- Juvenile fiction, Laziness -- Juvenile fiction, Picnics -- Juvenile fiction, Selfishness -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
Maailma pienoiskoossa : $b Hupaisia ja opettavaisia kuvauksia maista ja kansoista,"Gerstäcker, Friedrich",1816,1872,"Ilmoni, Wikki",Geography -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: Travel & Geography",False,128
Carlota of the rancho,"Raymond, Evelyn",1843,1910,,"Lawyers -- Juvenile fiction, New Mexico -- Juvenile fiction, Runaway children -- Juvenile fiction, Siblings -- Juvenile fiction, Twins -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
