title,author_name,author_birth_year,author_death_year,translators,subjects,bookshelves,copyright,download_count
History of my pets,"Greenwood, Grace",1823,1904,,"Animals -- Juvenile fiction, Pets -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Nature/Gardening/Animals",False,130
The story of a woolly dog,"Hope, Laura Lee",,,,Stuffed animals (Toys) -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction",False,130
Betty Wales decides : $b a story for girls,"Dunton, Edith K. (Edith Kellogg)",1875,1944,,"Family -- Juvenile fiction, First loves -- Juvenile fiction, Friendship -- Juvenile fiction, Schools -- Juvenile fiction, Students -- Social life and customs -- Juvenile fiction, Tutors and tutoring -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,130
Songs for Parents,"Farrar, John Chipman",1896,1974,,Children's poetry,"Browsing: Children & Young Adult Reading, Browsing: Literature, Browsing: Poetry",False,129
Patty's Suitors,"Wells, Carolyn",1862,1942,,"Dating (Social customs) -- Juvenile fiction, First loves -- Juvenile fiction, Interpersonal attraction -- Juvenile fiction, Teasing -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,129
Märchen-Almanach auf das Jahr 1827,"Hauff, Wilhelm",1802,1827,,Fairy tales -- Germany,"Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Literature, DE Kinderbuch",False,129
Mouser Cat's Story,"Prentice, Amy",,,,"Animals -- Juvenile fiction, Cats -- Juvenile fiction, Storytelling -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,129
Queechy,"Warner, Susan",1819,1885,,"Bildungsromans, Conduct of life -- Juvenile fiction, Country life -- Juvenile fiction, Family -- Juvenile fiction, Grandfathers -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,129
Sugar and Spice: Comical Tales Comically Dressed,"Johnson, James",,,,"Children -- Conduct of life -- Juvenile fiction, Children's poetry, Children's stories, Conduct of life -- Juvenile fiction, Wit and humor, Juvenile","Browsing: Children & Young Adult Reading, Browsing: Humour, Browsing: Poetry",False,129
The Book of Enterprise and Adventure: Being an Excitement to Reading. for Young People. a New and Condensed Edition.,Anonymous,,,,Adventure and adventurers -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: Literature",False,129
A Grandmother's Recollections,"Church, Ella Rodman",1831,,,Women -- Biography -- Juvenile literature,"Browsing: Biographies, Browsing: Children & Young Adult Reading, Browsing: Literature",False,129
Us and the Bottle Man,"Price, Edith Ballinger",1897,1997,,"New England -- Juvenile fiction, Seashore -- Juvenile fiction, Siblings -- Juvenile fiction, World War, 1914-1918 -- United States -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,129
King Alfred's Viking: A Story of the First English Fleet,"Whistler, Charles W. (Charles Watts)",1856,1913,,"Great Britain -- History -- Alfred, 871-899 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - British, Children's History, Historical Fiction",False,129
Contes et historiettes à l'usage des jeunes enfants: Qui commencent à savoir lire,"Carraud, Zulma",1796,1889,,"French language -- Readers, Readers (Primary)","Browsing: Children & Young Adult Reading, Browsing: Language & Communication, Browsing: Teaching & Education, Children's Instructional Books, FR Jeunesse, Language Education",False,129
Among the Forces,"Warren, Henry White",1831,1912,,"Religion and science, Science -- Juvenile literature","Browsing: Children & Young Adult Reading, Browsing: Religion/Spirituality/Paranormal, Browsing: Science - General",False,129
"The Great Round World and What Is Going On In It, Vol. 1, No. 51, October 28, 1897: A Weekly Magazine for Boys and Girls",Various,,,,"History, Modern -- 19th century -- Juvenile literature -- Periodicals","Browsing: Children & Young Adult Reading, Browsing: History - General, The Great Round World And What Is Going On In It",False,129
"Great Epochs in American History, Volume 2: The Planting of the First Colonies: 1562—1733",N/A,N/A,N/A,,United States -- History,"Browsing: Children & Young Adult Reading, Browsing: History - American, Children's History",False,129
Dickey Downy: The Autobiography of a Bird,"Patterson, Virginia Sharpe",1841,1913,,Birds -- Juvenile literature,"Animals-Wild-Birds, Browsing: Children & Young Adult Reading, Browsing: Nature/Gardening/Animals",False,129
The Children of France: A Book of Stories of the Heroism and Self-sacrifice of Youthful Patriots of France During the Great War,"Royce, Ruth",,,,"World War, 1914-1918 -- Juvenile literature","Browsing: Children & Young Adult Reading, Browsing: History - European, Browsing: History - General, Children's History, World War I",False,129
"Mother West Wind ""Where"" Stories","Burgess, Thornton W. (Thornton Waldo)",1874,1965,,Animals -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Literature, Children's Book Series, Children's Literature",False,129
Moll Flanders,"Defoe, Daniel",,1731,"Schwob, Marcel","Adventure stories, British -- Virginia -- Fiction, Children of prisoners -- Fiction, Criminals -- Fiction, London (England) -- Fiction, Picaresque literature, Prostitutes -- Fiction, Repentance -- Fiction, Virginia -- Fiction, Women -- England -- Fiction","Banned Books from Anne Haight's list, Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Literature, FR Littérature",False,129
The Bobbsey Twins on Blueberry Island,"Hope, Laura Lee",,,,"Bobbsey Twins (Fictitious characters) -- Juvenile fiction, Siblings -- Juvenile fiction, Twins -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,129
"Young Captain Jack; Or, The Son of a Soldier","Alger, Horatio, Jr.",1832,1899,,"United States -- History -- Civil War, 1861-1865 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - American, Children's Fiction",False,129
The Adventures of Dick Maitland: A Tale of Unknown Africa,"Collingwood, Harry",1851,1922,,"Adventure stories, Africa -- Juvenile fiction","Africa, Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Travel & Geography",False,129
Steve Young,"Fenn, George Manville",1831,1909,,"Adventure and adventurers -- Juvenile fiction, Arctic regions -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,129
Dick Cheveley: His Adventures and Misadventures,"Kingston, William Henry Giles",1814,1880,,"Adventure and adventurers -- Juvenile fiction, Castles -- Juvenile fiction, Death -- Juvenile fiction, Mutiny -- Juvenile fiction, Seafaring life -- Juvenile fiction, Smugglers -- Juvenile fiction, Voyages and travels -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,129
Dickory Dock,"Meade, L. T.",1854,1914,,"Children -- Conduct of life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Siblings -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Fiction",False,129
Peggy Stewart at School,"Jackson, Gabrielle E. (Gabrielle Emilie)",1861,,,"Children of military personnel -- Fiction, Maryland -- Fiction, United States Naval Academy -- Fiction, Washington (D.C.) -- Fiction, Young women -- Education -- Fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Teaching & Education, Children's Book Series",False,129
Where We Live: A Home Geography,"Jacobs, Emilie Van Beil",1875,,,Geography -- Textbooks,"Browsing: Children & Young Adult Reading, Browsing: Teaching & Education, Browsing: Travel & Geography, Children's Instructional Books",False,129
"Red Rose and Tiger Lily; Or, In a Wider World","Meade, L. T.",1854,1914,,"Conduct of life -- Juvenile fiction, Fathers and daughters -- Juvenile fiction, Friendship -- Juvenile fiction, Sisters -- Juvenile fiction, Stepfamilies -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Fiction",False,129
"Yr Ynys Unyg; or, The lonely island : $b a narrative for young people","Winton, Julia de",,,,"Castaways -- Juvenile fiction, Shipwrecks -- Juvenile fiction, Voyages and travels -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,129
"Ruth Fielding Down East; Or, The Hermit of Beach Plum Point","Emerson, Alice B.",,,,"Fielding, Ruth (Fictitious character) -- Juvenile fiction, Maine -- Juvenile fiction, Motion picture industry -- Juvenile fiction, Mystery and detective stories, Thieves -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Crime/Mystery, Browsing: Fiction, Children's Book Series",False,129
Little Bo-Peep: A Nursery Rhyme Picture Book,"Brooke, L. Leslie (Leonard Leslie)",1862,1940,,Nursery rhymes,"Browsing: Children & Young Adult Reading, Browsing: Literature",False,129
"Work and Win; Or, Noddy Newman on a Cruise","Optic, Oliver",1822,1897,,"Christian life -- Juvenile fiction, Circus -- Juvenile fiction, Guardian and ward -- Juvenile fiction, Hawaii -- Juvenile fiction, New York (State) -- Juvenile fiction, Orphans -- Juvenile fiction, Runaway children -- Juvenile fiction, Schooners -- Juvenile fiction, Shipwreck survival -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Fiction",False,129
Peterkin,"Molesworth, Mrs.",1839,1921,,"Brothers -- Juvenile fiction, Children -- England -- Social life and customs -- Juvenile fiction, Family -- England -- Juvenile fiction, Girls -- England -- Juvenile fiction, Imagination -- Juvenile fiction, Parrots -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,129
Wonderwings and other Fairy Stories,"Howes, Edith",1872,1954,,"Children's stories, New Zealand, Fairies -- Juvenile fiction, Fairy tales","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction, New Zealand",False,129
The Children's Garland from the Best Poets,N/A,N/A,N/A,,"Children's poetry, English, English poetry -- Collections","Browsing: Children & Young Adult Reading, Browsing: Literature, Browsing: Poetry",False,129
"The Adventures of a Squirrel, Supposed to be Related by Himself",Anonymous,,,,Squirrels -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction",False,129
Al de Kinderliederen,"Heije, J. P. (Jan Pieter)",1809,1876,,Children's songs,"Browsing: Children & Young Adult Reading, Browsing: Literature",False,129
Cedar Creek: From the Shanty to the Settlement. A Tale of Canadian Life,"Walshe, Elizabeth H. (Elizabeth Hely)",,1869,,"Canada -- Juvenile fiction, Frontier and pioneer life -- Canada -- Juvenile fiction, Irish -- Canada -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,129
Hoe men schilder wordt,"Conscience, Hendrik",1812,1883,,"Children's stories, Flemish, Painting -- Study and teaching -- Juvenile fiction","Browsing: Art & Photography, Browsing: Children & Young Adult Reading",False,129
The Golden Skull: A Rick Brant Science-Adventure Story,"Goodwin, Harold L. (Harold Leland)",1914,1990,,"Adventure stories, Archaeologists -- Juvenile fiction, Philippines -- Juvenile fiction, Scientists -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,129
The Head Girl at the Gables,"Brazil, Angela",1869,1947,,"Boarding schools -- Juvenile fiction, Girls' schools -- Juvenile fiction, Schoolgirls -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,129
Among the Night People,"Pierson, Clara Dillingham",,,,"Animals -- Juvenile fiction, Children's stories","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,129
May Flowers,"Alcott, Louisa May",1832,1888,,"Boston (Mass.) -- Juvenile fiction, Charity -- Juvenile fiction, Child labor -- Juvenile fiction, Conduct of life -- Juvenile fiction, Girl volunteers -- Juvenile fiction, Girls -- Societies and clubs -- Juvenile fiction, Working poor -- Juvenile fiction, Young women -- Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,129
The Quest of the 'Golden Hope': A Seventeenth Century Story of Adventure,"Westerman, Percy F. (Percy Francis)",1876,1959,,"Adventure stories, Great Britain -- History -- James II, 1685-1688 -- Juvenile fiction, Pirates -- Juvenile fiction, Sea stories","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - British, Browsing: Travel & Geography, Travel",False,129
Father Bear and Bobby Bear,"Lowe, Samuel E. (Samuel Edward)",1890,1952,,Bears -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction",False,129
The Rival Pitchers: A Story of College Baseball,"Chadwick, Lester",1873,1962,,"Baseball stories, College sports -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Sports/Hobbies/Motoring",False,129
Les gosses dans les ruines: Idylle de guerre,"Gsell, Paul",1870,1947,,"World War, 1914-1918 -- Children -- France -- Drama, World War, 1914-1918 -- Drama, World War, 1914-1918 -- France -- Drama","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Warfare, Browsing: Literature, FR Jeunesse, FR La Première Guerre Mondiale, 1914-1918, FR Théâtre",False,129
Little Greta of Denmark,"Bailey, Bernadine",1901,1995,,Children -- Denmark -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: Literature",False,129
Indoor and Outdoor Recreations for Girls,"Beard, Adelia B. (Adelia Belle)",1857,1920,,"Amusements, Games","Browsing: Children & Young Adult Reading, Browsing: Sports/Hobbies/Motoring",False,129
Popular Tales,"Guizot, Madame (Elisabeth Charlotte Pauline)",1773,1827,"Burke, L., Mrs.","Children -- Conduct of life -- Juvenile fiction, Children's stories, Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Literature",False,129
"Tessa, Our Little Italian Cousin","Wade, Mary Hazelton Blanchard",1860,1936,,Children -- Italy -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: History - European",False,129
Don Hale with the Flying Squadron,"Sheppard, W. Crispin (William Crispin)",1871,,,"World War, 1914-1918 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Warfare",False,129
"A Present for Infants; or, Pictures for the Nursery",Anonymous,,,,"Children's poetry, Children's stories","Browsing: Children & Young Adult Reading, Browsing: Literature, Browsing: Poetry",False,129
The Galloping Ghost: A Mystery Story for Boys,"Snell, Roy J. (Roy Judson)",1878,1959,,"Escapes -- Juvenile fiction, Football stories, Ghosts -- Juvenile fiction, Kidnapping -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,129
"The Placid Pug, and Other Rhymes","Douglas, Alfred Bruce",1870,1945,,"Animals -- Juvenile poetry, Children's poetry, English, Humorous poetry, English","Browsing: Children & Young Adult Reading, Browsing: Humour, Browsing: Poetry",False,129
The Library of Work and Play: Electricity and Its Everyday Uses,"Woodhull, John F. (John Francis)",1857,1941,,Electricity -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: Computers & Technology, Browsing: Science - General",False,129
"Kitty Carter, Canteen Girl","Radford, Ruby Lorraine",1891,1971,,"Canteens (Establishments) -- Juvenile fiction, World War, 1939-1945 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Warfare, World War II",False,129
The Home at Greylock,"Prentiss, E. (Elizabeth)",1818,1878,,"Child rearing -- Fiction, Christian fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Religion/Spirituality/Paranormal",False,129
Max Butziwackel der Ameisenkaiser: Ein Buch für Kinder und große Leute,Vamba,1860,1920,"Koch, Luise von",Ants,"Browsing: Children & Young Adult Reading, Browsing: Science - General",False,129
"Tom, Dick and Harriet","Barbour, Ralph Henry",1870,1944,,"School sports -- Juvenile fiction, Sports stories","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Sports/Hobbies/Motoring",False,129
Mark Manning's Mission: The Story of a Shoe Factory Boy,"Alger, Horatio, Jr.",1832,1899,,"Bildungsromans, Conduct of life -- Juvenile fiction, Factories -- Juvenile fiction, Hermits -- Juvenile fiction, Middle West -- Juvenile fiction, Poverty -- Juvenile fiction, Shoemakers -- Juvenile fiction, Success -- Juvenile fiction, Youth -- Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,129
Buster Bear's Twins,"Burgess, Thornton W. (Thornton Waldo)",1874,1965,,"Animals -- Juvenile fiction, Bears -- Juvenile fiction, Twins -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,129
Mr. Rabbit at Home: A sequel to Little Mr. Thimblefinger and his Queer Country,"Harris, Joel Chandler",1848,1908,,"Adventure stories, Animals -- Juvenile fiction, Children -- Conduct of life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Fantasy fiction, Imagination -- Juvenile fiction, Kings and rulers -- Juvenile fiction, Magic -- Juvenile fiction, Rabbits -- Juvenile fiction, Shoemakers -- Juvenile fiction, Voyages and travels -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,129
Young Visitor to Mars,"Elam, Richard M. (Richard Mace)",1920,2013,,"Families -- Juvenile fiction, Mars (Planet) -- Juvenile fiction, Moon -- Juvenile fiction, Science fiction, Space flight -- Juvenile fiction, Space ships -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Science-Fiction & Fantasy",False,129
"The Cruise of the Little Dipper, and Other Fairy Tales","Langer, Susanne K. (Susanne Katherina Knauth)",1895,1985,,Fairy tales,"Browsing: Children & Young Adult Reading, Browsing: Literature",False,129
De Bonte Wei,"Thijsse, Jac. P. (Jacobus Pieter)",1865,1945,,Natural history -- Netherlands -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: Nature/Gardening/Animals, Browsing: Science - General",False,129
"Frank Merriwell's Own Company; Or, Barnstorming in the Middle West","Standish, Burt L.",1866,1945,,"Adventure stories, Dime novels, Magicians -- Juvenile fiction, Merriwell, Frank (Fictitious character) -- Juvenile fiction, Middle West -- Juvenile fiction, Revenge -- Juvenile fiction, Sabotage -- Juvenile fiction, Theatrical companies -- Juvenile fiction, Young men -- Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,129
Jean Craig in New York,"Lyttleton, Kay",,,,"Art schools -- Juvenile fiction, New York (N.Y.) -- Social life and customs -- Juvenile fiction, Schools -- Juvenile fiction, Teachers -- Juvenile fiction, Young women -- Social life and customs -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,129
Cricket,"Timlow, Elizabeth Weston",1861,1931,,"Conduct of life -- Juvenile fiction, Family -- Juvenile fiction, Fourth of July -- Juvenile fiction, Friendship -- Juvenile fiction, Kittens -- Juvenile fiction, Siblings -- Juvenile fiction, Youth -- Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,129
Weißt Du wieviel Sternlein stehen?,"Klett, Gertrud Ingeborg",1871,1917,,"Children's poetry, German","Browsing: Children & Young Adult Reading, Browsing: Poetry",False,129
The quest of the Silver Swan: A land and sea tale for boys,"Foster, W. Bert (Walter Bertram)",1869,1929,,"Adventure stories, Shipwrecks -- Juvenile fiction, Treasure troves -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,129
"The entertaining story of King Brondé, his Lily and his Rosebud","Diaz, Abby Morton",1821,1904,,"Courts and courtiers -- Juvenile fiction, Fairies -- Juvenile fiction, Fairy tales, Parent and child -- Juvenile fiction, Pride and vanity -- Juvenile fiction, Romance fiction, Wisdom -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,129
"Fuzzy-Wuzz, a little brown bear of the Sierras","Chaffee, Allen",1884,1985,,Animals -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Nature/Gardening/Animals",False,129
Our Davie Pepper,"Sidney, Margaret",1844,1924,,"Families -- Juvenile fiction, Fatherless families -- Juvenile fiction, Five Little Peppers (Fictitious characters) -- Juvenile fiction, Friendship -- Juvenile fiction, Siblings -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,129
The four Corners in California,"Blanchard, Amy Ella",1856,1926,,California -- Description and travel -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Travel & Geography",False,129
"White Sox, the story of the reindeer in Alaska","Lopp, William Thomas",1864,1939,,"Animals -- Juvenile fiction, Caribou -- Alaska -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Nature/Gardening/Animals",False,129
A Plea for Old Cap Collier,"Cobb, Irvin S. (Irvin Shrewsbury)",1876,1944,,"American wit and humor, Children's literature -- History and criticism, Dime novels -- History and criticism","Browsing: Children & Young Adult Reading, Browsing: Humour, Browsing: Literature",False,128
"The Circus Boys in Dixie Land; Or, Winning the Plaudits of the Sunny South","Darlington, Edgar B. P.",,,,"Adventure stories, Circus -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
The Tides of Barnegat,"Smith, Francis Hopkinson",1838,1915,,"Adopted children -- Fiction, Barnegat Bay Region (N.J.) -- Fiction, Domestic fiction, Illegitimate children -- Fiction, Lifesaving -- Fiction, Love stories, Sisters -- Fiction, Storms -- Fiction","Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Literature",False,128
"The New Boy at Hilltop, and Other Stories","Barbour, Ralph Henry",1870,1944,,"College stories, Schools -- Juvenile fiction, Sports stories, Young men -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,128
"Heidi kann brauchen, was es gelernt hat","Spyri, Johanna",1827,1901,,"Grandfathers -- Fiction, Mountain life -- Switzerland -- Fiction, Orphans -- Fiction, Switzerland -- History -- 19th century -- Fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Travel & Geography, Children's Literature, DE Kinderbuch",False,128
The Nomad of the Nine Lives,"Friebe, A. Frances (Abby Frances)",1861,,,Cats -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
"The Girls of Central High Aiding the Red Cross: Or, Amateur Theatricals for a Worthy Cause","Morrison, Gertrude W.",,,,"High school students -- Juvenile fiction, Red Cross and Red Crescent -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,128
The Seven Little Sisters Who Live on the Round Ball That Floats in the Air,"Andrews, Jane",1833,1887,,"Manners and customs -- Juvenile fiction, National characteristics -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society",False,128
"The Nursery, Volume 17, No. 100, April, 1875: A Monthly Magazine for Youngest Readers",Various,,,,"Children's literature, American -- Periodicals","Browsing: Children & Young Adult Reading, The Nursery",False,128
Holidays at Roselands: A Sequel to Elsie Dinsmore,"Finley, Martha",1828,1909,,"Christian life -- Juvenile fiction, Dinsmore, Elsie (Fictitious character) -- Juvenile fiction, Domestic fiction, Family life -- Southern States -- Juvenile fiction, Fathers and daughters -- Juvenile fiction, Religious fiction, Southern States -- History -- 19th century -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Religion/Spirituality/Paranormal",False,128
Pee-wee Harris on the Trail,"Fitzhugh, Percy Keese",1876,1950,,Boy Scouts of America -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,128
The Garden of the Plynck,"Baker, Karle Wilson",1878,1960,,"Fairies -- Juvenile fiction, Fairy tales, Fantasy fiction, Imagination -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Science-Fiction & Fantasy",False,128
A Great Emergency and Other Tales,"Ewing, Juliana Horatia",1841,1885,,"Children -- Conduct of life -- Juvenile fiction, Children's stories, Family -- Juvenile fiction, Great Britain -- Social life and customs -- 19th century -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Literature, Children's Literature",False,128
Young Peoples' History of the War with Spain,"Holmes, Prescott",,,,"Spanish-American War, 1898","Browsing: Children & Young Adult Reading, Browsing: History - American, Children's History",False,128
What the Mother of a Deaf Child Ought to Know,"Wright, John Dutton",1866,1952,,Deaf children,"Browsing: Health & Medicine, Browsing: Parenthood & Family Relations, Browsing: Sociology, Sociology",False,128
Gypsy Breynton,"Phelps, Elizabeth Stuart",1844,1911,,"Conduct of life -- Juvenile fiction, Country life -- Juvenile fiction, Siblings -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,128
"Dave Porter at Star Ranch; Or, The Cowboy's Secret","Stratemeyer, Edward",1862,1930,,"Cowboys -- Juvenile fiction, Ranch life -- Juvenile fiction, West (U.S.) -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,128
Tom Slade's Double Dare,"Fitzhugh, Percy Keese",1876,1950,,"Boy Scouts of America -- Juvenile fiction, Camps -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,128
Six little Bunkers at Aunt Jo's,"Hope, Laura Lee",,,,"Aunts -- Juvenile fiction, Boston (Mass.) -- Juvenile fiction, City and town life -- Juvenile fiction, Siblings -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,128
Six little Bunkers at Uncle Fred's,"Hope, Laura Lee",,,,"Domestic fiction, Siblings -- Juvenile fiction, Uncles -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,128
"Roger Ingleton, Minor","Reed, Talbot Baines",1852,1893,,"Brothers -- Juvenile fiction, Children and death -- Juvenile fiction, Conduct of life -- Juvenile fiction, Inheritance and succession -- Juvenile fiction, Mothers and sons -- Juvenile fiction, Tutors and tutoring -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,128
Afar in the Forest,"Kingston, William Henry Giles",1814,1880,,"Adventure and adventurers -- Juvenile fiction, Conduct of life -- Juvenile fiction, Friendship -- Juvenile fiction, Frontier and pioneer life -- Juvenile fiction, Great Lakes (North America) -- Juvenile fiction, Hunting -- Juvenile fiction, Indians of North America -- Juvenile fiction, Natural history -- Juvenile fiction, Orphans -- Juvenile fiction, Uncles -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,128
Red Rooney: The Last of the Crew,"Ballantyne, R. M. (Robert Michael)",1825,1894,,"Adventure and adventurers -- Juvenile fiction, Camping -- Juvenile fiction, Christian life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Eskimos -- Juvenile fiction, Families -- Juvenile fiction, Natural history -- Juvenile fiction, Outdoor life -- Juvenile fiction, Rescues -- Juvenile fiction, Sailing -- Juvenile fiction, Voyages and travels -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Fiction",False,128
The Norsemen in the West,"Ballantyne, R. M. (Robert Michael)",1825,1894,,"Adventure and adventurers -- Juvenile fiction, America -- Discovery and exploration -- Norse -- Juvenile fiction, Colonists -- Juvenile fiction, Fur traders -- Juvenile fiction, Indians of North America -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - General, Children's Fiction",False,128
The Wonder Island Boys: Adventures on Strange Islands,"Finlay, Roger T. (Roger Thompson)",1860,,,"Castaways -- Juvenile fiction, Islands -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,128
The Book of the Cat,N/A,N/A,N/A,,Cats -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,128
Rollo on the Rhine,"Abbott, Jacob",1803,1879,,Rhineland (Germany) -- Description and travel -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: History - European, Browsing: Travel & Geography, Children's Book Series",False,128
Rock A Bye Library: A Book of Fables: Amusement for Good Little Children,Unknown,,,,"Children's stories, Conduct of life -- Juvenile fiction, Fables","Browsing: Children & Young Adult Reading, Browsing: Literature",False,128
